ID,Age,Height,Weight,Position,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,ShortPassing,LongPassing,BallControl,Vision,Reactions,Composure,Crossing,Dribbling,Stamina,Agility,Acceleration,CAMRating,CMRating,RMRating,LMRating,CDMRating,Prospect,Position_n
TRAIN_2351,19,180,79,CAM,7.971,6.9737,6.4706,7.4242,3.0263,5.2459,7.3494,6.6667,8.0899,6.5476,5.625,6.1446,7.1591,8.2609,5.4321,8.5526,7.9518,7.6,6.8493,7.5676,7.5676,5.4286,0,0
TRAIN_2352,17,185,77,CM,5.2174,4.0789,4.5588,4.2424,5.3947,4.7541,6.3855,5.9524,5.7303,5.3571,4.0625,3.494,4.8864,5.9783,5.679,5.0,6.0241,5.4667,5.6164,5.5405,5.5405,5.7143,1,2
TRAIN_2354,20,183,78,CM,5.6522,5.5263,6.4706,5.6061,5.2632,5.082,7.3494,7.8571,6.6292,6.7857,4.8438,6.0241,7.2727,7.0652,5.679,5.9211,6.1446,6.5333,6.7123,6.6216,6.6216,6.4286,0,2
TRAIN_2355,18,182,75,CDM,4.3478,2.5,3.2353,2.8788,4.2105,3.9344,5.1807,4.7619,4.9438,4.2857,2.6562,3.494,3.75,4.4565,4.6914,4.4737,5.6627,4.1333,4.2466,4.1892,4.1892,4.5714,1,1
TRAIN_2360,21,178,65,CDM,5.942,5.2632,6.1765,6.2121,6.5789,6.5574,7.4699,7.1429,7.3034,6.5476,5.7812,6.8675,6.25,6.9565,7.9012,7.3684,6.6265,6.8,7.1233,6.8919,6.8919,7.4286,0,1
TRAIN_2361,20,173,68,CAM,7.3913,5.2632,5.0,5.6061,1.1842,2.2951,5.9036,5.5952,6.5169,5.7143,4.6875,6.1446,6.0227,6.5217,4.4444,7.8947,8.4337,6.2667,5.3425,6.2162,6.2162,3.7143,0,0
TRAIN_2363,20,173,68,CDM,4.9275,3.8158,5.1471,5.4545,6.0526,3.4426,6.8675,6.5476,6.5169,6.0714,5.1562,6.0241,4.7727,6.5217,6.0494,6.0526,5.6627,5.8667,6.1644,5.8108,5.8108,6.4286,0,1
TRAIN_2364,19,190,76,CAM,3.7681,4.8684,5.4412,5.9091,3.1579,4.7541,6.506,6.3095,7.5281,6.0714,3.2812,6.2651,6.1364,7.2826,5.0617,5.2632,4.9398,6.2667,5.8904,6.2162,6.2162,4.8571,0,0
TRAIN_2366,19,173,67,CAM,7.971,5.7895,4.8529,6.2121,1.5789,3.6066,6.2651,4.5238,6.9663,6.1905,4.2188,6.0241,6.1364,7.1739,3.7037,8.1579,8.5542,6.6667,5.4795,6.4865,6.4865,3.8571,0,0
TRAIN_2367,20,165,65,CAM,5.3623,4.0789,5.4412,5.4545,3.8158,3.7705,6.988,6.7857,6.7416,6.3095,5.1562,5.4217,5.3409,6.6304,6.4198,6.3158,6.506,6.2667,6.3014,6.2162,6.2162,5.5714,0,0
TRAIN_2368,21,181,75,CAM,5.0725,6.8421,6.6176,6.0606,4.2105,4.7541,7.3494,7.2619,7.6404,7.5,4.5312,5.4217,6.7045,7.0652,7.4074,5.5263,6.1446,7.2,7.1233,7.027,7.027,6.0,0,0
TRAIN_2372,20,173,68,CAM,7.971,5.7895,4.8529,6.0606,2.3684,4.0984,5.7831,5.4762,6.1798,5.8333,3.9062,6.3855,5.7955,7.2826,4.8148,8.6842,8.6747,6.4,5.4795,6.3514,6.3514,4.1429,0,0
TRAIN_2375,21,178,72,CAM,5.5072,5.5263,5.7353,5.9091,5.2632,5.7377,6.8675,6.5476,7.5281,6.6667,5.0,6.6265,6.1364,6.7391,6.7901,5.5263,6.1446,6.6667,6.7123,6.4865,6.4865,6.4286,0,0
TRAIN_2382,20,183,71,CAM,6.9565,5.9211,5.5882,5.7576,3.0263,3.7705,6.6265,6.1905,6.5169,6.6667,3.5938,5.0602,5.7955,6.9565,3.7037,7.8947,8.0723,6.5333,5.8904,6.3514,6.3514,4.7143,0,0
TRAIN_2384,18,185,81,RM,7.1014,4.2105,3.6765,5.4545,0.7895,4.5902,5.4217,5.3571,6.7416,4.4048,1.4062,3.9759,5.1136,6.6304,4.8148,7.1053,7.7108,5.4667,4.6575,5.6757,5.6757,3.1429,1,4
TRAIN_2389,19,168,63,CAM,5.942,5.5263,6.1765,6.6667,2.8947,2.2951,6.988,6.5476,7.7528,7.619,5.0,6.506,6.4773,7.3913,5.0617,7.1053,6.8675,6.9333,6.4384,6.8919,6.8919,4.8571,1,0
TRAIN_2390,21,169,66,RM,8.8406,6.1842,3.9706,6.3636,1.9737,2.2951,4.6988,5.0,6.9663,4.881,4.6875,5.9036,5.7955,7.2826,6.0494,7.7632,8.9157,6.2667,5.3425,6.4865,6.4865,3.7143,0,4
TRAIN_2394,20,173,70,RM,6.9565,5.5263,5.0,6.0606,5.9211,4.918,6.0241,5.8333,6.8539,6.3095,4.375,5.1807,6.25,7.1739,7.1605,7.6316,7.8313,6.5333,6.3014,6.6216,6.6216,6.2857,0,4
TRAIN_2395,19,182,68,CAM,5.942,5.6579,6.3235,6.5152,1.4474,3.1148,7.2289,6.5476,7.3034,7.2619,5.4688,6.6265,7.1591,7.5,5.4321,7.3684,6.8675,7.0667,6.4384,7.027,7.027,4.4286,0,0
TRAIN_2396,20,180,74,RM,5.6522,2.7632,2.0588,3.9394,2.1053,3.9344,3.3735,2.0238,4.6067,3.8095,4.6875,3.012,4.8864,6.087,4.9383,5.6579,6.506,4.2667,3.6986,4.5946,4.5946,3.1429,0,4
TRAIN_2397,21,180,72,CM,6.2319,5.9211,6.1765,6.0606,6.3158,7.2131,6.8675,6.5476,7.0787,7.2619,5.3125,6.0241,6.8182,7.1739,8.642,6.9737,6.506,6.9333,7.1233,7.027,7.027,7.1429,0,2
TRAIN_2400,17,180,73,CDM,4.7826,2.6316,3.2353,3.3333,4.2105,3.7705,5.7831,5.3571,5.5056,3.4524,3.5938,3.1325,3.5227,4.6739,4.1975,4.8684,5.4217,4.2667,4.5205,4.3243,4.3243,4.8571,1,1
TRAIN_2401,21,173,70,CAM,5.0725,4.4737,2.3529,4.3939,1.0526,2.9508,3.494,2.8571,5.5056,4.881,2.0312,4.0964,3.6364,6.087,4.321,5.5263,6.2651,4.6667,3.6986,4.5946,4.5946,2.5714,0,0
TRAIN_2402,18,176,65,CAM,5.942,4.7368,3.9706,5.6061,1.4474,1.9672,5.4217,4.5238,6.4045,5.119,1.25,5.3012,5.2273,6.9565,3.8272,7.5,6.988,5.6,4.6575,5.5405,5.5405,3.2857,1,0
TRAIN_2403,19,178,76,LM,7.8261,5.5263,4.1176,5.4545,1.5789,3.6066,4.3373,4.0476,6.2921,6.3095,4.8438,4.5783,5.9091,7.1739,6.1728,5.7895,8.1928,6.1333,5.0685,6.3514,6.3514,3.4286,1,3
TRAIN_2404,21,167,65,RM,6.9565,5.6579,7.0588,7.1212,2.5,2.623,7.5904,7.0238,7.7528,7.7381,5.625,6.988,8.0682,7.5,6.0494,9.6053,7.8313,7.3333,6.8493,7.4324,7.4324,5.0,0,4
TRAIN_2405,18,175,67,RM,6.8116,5.3947,5.7353,5.0,5.0,4.4262,6.8675,6.7857,5.5056,5.4762,3.4375,5.3012,6.5909,6.6304,6.1728,6.5789,7.4699,6.1333,5.8904,6.2162,6.2162,5.7143,1,4
TRAIN_2406,17,169,61,CAM,7.5362,5.2632,4.5588,6.5152,0.6579,1.4754,6.0241,4.881,7.0787,5.9524,3.75,5.3012,5.2273,7.5,4.321,9.0789,8.1928,6.4,5.2055,6.2162,6.2162,3.2857,1,0
TRAIN_2407,21,178,75,CM,6.087,4.8684,5.1471,5.4545,6.0526,6.3934,6.3855,6.3095,6.5169,6.0714,4.8438,6.506,5.6818,6.413,8.2716,6.8421,6.988,6.2667,6.4384,6.3514,6.3514,6.5714,0,2
TRAIN_2408,17,177,65,CAM,5.942,3.5526,3.5294,3.7879,3.4211,3.6066,5.0602,4.7619,5.0562,4.881,2.9688,3.9759,4.2045,5.2174,6.1728,6.5789,6.6265,4.8,4.6575,4.7297,4.7297,4.2857,0,0
TRAIN_2417,21,179,71,CAM,5.5072,4.7368,5.1471,4.697,3.5526,4.2623,6.2651,6.1905,6.2921,6.0714,3.9062,5.0602,5.4545,5.9783,6.2963,5.6579,6.1446,5.8667,5.7534,5.8108,5.8108,5.0,0,0
TRAIN_2418,19,183,73,CAM,7.5362,6.7105,6.3235,6.8182,3.4211,5.2459,7.4699,6.7857,7.6404,6.7857,4.8438,6.0241,6.8182,7.7174,6.6667,8.1579,7.5904,7.3333,6.8493,7.2973,7.2973,5.5714,0,0
TRAIN_2419,19,167,57,CAM,5.6522,3.2895,4.2647,4.2424,3.6842,1.3115,6.2651,5.7143,5.5056,5.4762,3.75,3.7349,4.2045,5.6522,4.9383,5.9211,6.506,5.3333,5.2055,5.2703,5.2703,4.7143,0,0
TRAIN_2422,19,180,76,CAM,7.971,5.1316,4.5588,5.7576,1.5789,3.7705,5.9036,5.3571,6.6292,5.5952,3.9062,5.6627,5.7955,6.7391,4.4444,8.1579,8.1928,6.2667,5.3425,6.2162,6.2162,4.0,1,0
TRAIN_2423,17,176,62,CAM,5.7971,4.3421,4.4118,5.4545,2.7632,3.6066,5.9036,4.881,6.5169,5.4762,4.0625,5.6627,5.2273,6.5217,5.3086,7.6316,6.3855,5.8667,5.3425,5.8108,5.8108,4.4286,1,0
TRAIN_2425,21,182,74,RM,7.5362,6.9737,6.9118,7.1212,2.8947,5.2459,7.5904,6.9048,7.9775,7.0238,5.9375,6.2651,7.8409,8.0435,7.5309,7.2368,7.7108,7.6,7.1233,7.8378,7.8378,5.5714,0,4
TRAIN_2426,19,176,80,RM,9.1304,3.8158,3.5294,6.5152,5.2632,7.2131,4.0964,3.6905,7.0787,5.119,4.375,4.9398,6.5909,7.5,8.1481,8.6842,9.6386,5.8667,5.3425,6.6216,6.6216,5.7143,0,4
TRAIN_2428,21,175,65,CAM,7.1014,6.9737,7.2059,8.1818,2.1053,0.8197,7.8313,7.5,8.3146,7.0238,7.1875,8.1928,8.2955,8.6957,3.8272,9.3421,7.7108,8.1333,7.1233,8.1081,8.1081,5.0,0,0
TRAIN_2430,19,179,63,LM,8.8406,5.1316,3.8235,5.4545,1.7105,2.9508,5.1807,4.2857,6.1798,5.119,3.5938,5.3012,5.0,6.7391,4.8148,7.5,8.9157,5.8667,4.7945,5.9459,5.9459,3.4286,0,3
TRAIN_2433,19,180,65,RM,5.6522,5.1316,6.0294,5.6061,3.9474,4.2623,7.3494,7.2619,6.5169,6.0714,5.4688,5.6627,6.25,6.9565,5.679,6.0526,6.506,6.4,6.4384,6.4865,6.4865,5.5714,1,4
TRAIN_2438,21,176,74,CM,4.9275,5.9211,5.8824,5.0,6.4474,6.2295,7.7108,7.5,6.2921,6.1905,6.0938,6.2651,4.7727,5.8696,7.9012,6.0526,6.2651,6.5333,6.9863,6.3514,6.3514,7.1429,0,2
TRAIN_2439,19,175,71,RM,7.1014,3.5526,4.5588,5.6061,5.2632,3.4426,5.6627,4.7619,6.5169,5.7143,5.0,5.0602,6.1364,6.6304,6.0494,8.0263,7.8313,5.8667,5.6164,6.0811,6.0811,5.7143,0,4
TRAIN_2440,20,172,80,CM,3.913,5.1316,4.4118,4.8485,4.7368,5.2459,6.3855,6.0714,6.1798,5.7143,3.9062,3.494,3.6364,6.5217,7.1605,4.8684,4.9398,5.7333,6.0274,5.4054,5.4054,5.8571,1,2
TRAIN_2442,20,173,68,CAM,5.6522,5.9211,5.7353,6.3636,1.7105,2.1311,6.8675,5.8333,7.0787,6.7857,4.2188,5.7831,6.1364,7.2826,5.5556,8.5526,6.6265,6.8,6.0274,6.4865,6.4865,4.1429,0,0
TRAIN_2443,21,187,79,CM,3.7681,4.8684,5.5882,5.0,5.2632,5.7377,7.5904,7.0238,6.8539,6.3095,3.75,5.3012,5.0,6.5217,5.5556,4.0789,4.6988,6.2667,6.4384,6.0811,6.0811,6.2857,0,2
TRAIN_2444,20,180,72,RM,7.2464,5.6579,3.9706,5.7576,1.4474,4.0984,5.4217,3.6905,6.8539,5.2381,3.125,5.4217,5.4545,6.9565,5.5556,7.2368,7.5904,6.0,4.9315,6.0811,6.0811,3.4286,1,4
TRAIN_2447,18,185,70,CAM,5.3623,5.6579,5.7353,6.3636,4.4737,4.4262,7.3494,6.9048,7.5281,7.0238,3.9062,6.747,5.3409,7.5,4.4444,5.1316,6.3855,6.9333,6.5753,6.7568,6.7568,5.8571,1,0
TRAIN_2451,21,173,66,CAM,5.5072,3.0263,3.9706,4.3939,3.4211,3.7705,6.1446,5.5952,5.9551,5.4762,3.4375,3.7349,3.1818,5.5435,5.9259,6.5789,6.747,5.3333,5.2055,5.1351,5.1351,4.8571,0,0
TRAIN_2452,20,175,67,CM,5.3623,4.8684,5.1471,4.8485,5.7895,5.4098,6.6265,6.0714,6.5169,6.0714,4.375,4.9398,5.4545,5.8696,6.5432,6.1842,5.7831,6.0,6.1644,5.9459,5.9459,6.2857,0,2
TRAIN_2453,19,185,70,CM,6.087,4.6053,5.0,4.5455,4.7368,6.0656,7.2289,6.5476,6.1798,5.119,4.375,4.0964,4.6591,5.9783,6.0494,5.2632,6.6265,5.8667,6.0274,5.9459,5.9459,6.1429,0,2
TRAIN_2454,21,172,62,RM,5.5072,3.6842,3.3824,3.3333,2.8947,1.4754,4.9398,4.2857,5.1685,4.4048,1.5625,3.9759,5.1136,4.6739,4.1975,5.0,6.3855,4.4,4.1096,4.5946,4.5946,3.7143,0,4
TRAIN_2455,19,176,71,CDM,6.3768,3.5526,5.8824,6.2121,6.5789,6.2295,7.8313,7.381,7.4157,6.1905,5.4688,6.3855,5.5682,6.7391,7.9012,8.0263,7.1084,6.5333,6.9863,6.6216,6.6216,7.4286,0,1
TRAIN_2458,19,169,66,CAM,5.5072,3.9474,3.8235,3.9394,3.0263,2.2951,5.4217,5.3571,5.3933,5.3571,2.3438,4.6988,3.9773,5.3261,4.6914,6.1842,6.0241,5.0667,4.6575,4.8649,4.8649,4.0,1,0
TRAIN_2460,20,181,72,RM,6.9565,4.3421,4.2647,5.303,1.7105,3.9344,5.3012,5.119,5.3933,5.3571,3.125,4.0964,6.0227,7.2826,6.9136,7.5,7.5904,5.6,4.9315,5.9459,5.9459,3.5714,0,4
TRAIN_2462,18,179,72,CAM,6.9565,5.6579,7.2059,7.2727,6.3158,6.7213,8.0723,7.5,8.0899,7.5,6.4062,7.1084,7.3864,7.8261,8.0247,7.7632,7.3494,7.6,7.6712,7.5676,7.5676,7.5714,1,0
TRAIN_2465,20,181,74,CAM,7.1014,6.1842,6.9118,7.1212,6.7105,6.8852,7.5904,7.5,7.8652,7.8571,6.5625,7.4699,7.5,7.7174,7.284,8.0263,8.0723,7.7333,7.8082,7.7027,7.7027,7.7143,0,0
TRAIN_2467,21,172,63,CAM,6.2319,5.9211,5.2941,5.6061,3.0263,4.918,6.1446,6.0714,6.4045,6.6667,4.6875,5.0602,5.7955,6.6304,6.9136,8.1579,6.988,6.5333,6.0274,6.3514,6.3514,4.8571,0,0
TRAIN_2469,18,168,59,CAM,5.7971,4.7368,3.2353,5.0,1.7105,0.4918,4.4578,2.7381,5.9551,5.3571,3.4375,4.3373,5.4545,6.1957,2.8395,7.5,6.6265,5.3333,4.2466,5.2703,5.2703,2.8571,1,0
TRAIN_2471,20,183,72,RM,8.4058,4.3421,2.9412,4.5455,1.0526,3.6066,3.6145,2.8571,5.5056,4.6429,1.5625,3.3735,6.5909,6.5217,5.4321,5.9211,8.3133,4.9333,3.9726,5.5405,5.5405,2.7143,0,4
TRAIN_2475,21,168,66,CAM,6.5217,5.3947,5.0,5.7576,1.0526,3.7705,6.1446,5.4762,6.5169,5.9524,3.9062,5.4217,6.1364,6.7391,5.679,7.8947,7.4699,6.2667,5.4795,6.2162,6.2162,3.7143,0,0
TRAIN_2479,19,178,73,LM,7.2464,1.8421,4.2647,6.2121,4.3421,4.918,6.0241,4.6429,6.9663,4.2857,4.2188,4.9398,6.25,7.0652,7.037,8.8158,8.0723,5.4667,5.3425,6.0811,6.0811,5.4286,0,3
TRAIN_2480,19,183,74,CAM,4.3478,4.0789,3.8235,3.9394,4.6053,4.7541,5.5422,5.4762,5.618,4.881,3.4375,4.0964,3.75,5.3261,5.8025,4.8684,5.4217,5.0667,5.0685,4.8649,4.8649,5.1429,0,0
TRAIN_2485,21,177,74,LM,6.9565,5.6579,5.0,5.4545,2.2368,4.4262,6.2651,4.6429,6.1798,6.1905,4.5312,5.9036,6.1364,6.5217,6.9136,8.0263,7.7108,6.2667,5.6164,6.3514,6.3514,4.2857,0,3
TRAIN_2486,17,172,69,CAM,5.942,5.2632,4.8529,6.8182,3.1579,3.6066,6.2651,5.8333,7.5281,5.3571,5.1562,6.6265,5.2273,7.8261,5.679,7.5,7.3494,6.4,5.8904,6.3514,6.3514,4.8571,1,0
TRAIN_2488,19,176,68,CAM,6.6667,5.0,4.4118,5.4545,2.8947,3.2787,5.7831,5.0,6.2921,5.2381,3.5938,5.6627,5.5682,6.6304,5.4321,7.5,7.2289,5.8667,5.2055,5.8108,5.8108,4.2857,0,0
TRAIN_2489,21,181,72,CAM,5.7971,4.8684,5.7353,5.303,5.6579,3.9344,6.988,7.1429,6.6292,6.3095,4.6875,6.0241,6.0227,6.5217,4.9383,5.3947,6.3855,6.4,6.4384,6.3514,6.3514,6.2857,0,0
TRAIN_2490,21,169,65,RM,6.6667,3.5526,2.9412,3.6364,3.6842,2.459,4.2169,4.2857,4.8315,3.8095,1.5625,3.253,4.8864,5.1087,5.679,7.3684,6.988,4.2667,3.9726,4.5946,4.5946,4.0,0,4
TRAIN_2491,21,176,72,RM,8.1159,6.1842,4.7059,6.5152,1.7105,3.9344,5.7831,4.6429,7.4157,6.5476,5.3125,5.9036,5.7955,7.5,7.6543,7.8947,8.5542,6.8,5.8904,6.8919,6.8919,4.1429,1,4
TRAIN_2492,21,183,72,CAM,5.3623,5.0,5.0,4.697,5.2632,6.7213,6.0241,5.9524,6.1798,6.0714,4.0625,4.6988,5.9091,6.1957,7.1605,5.7895,5.6627,6.0,6.0274,5.9459,5.9459,6.0,0,0
TRAIN_2496,19,175,66,CDM,5.5072,4.0789,4.1176,4.5455,5.5263,4.4262,6.6265,6.3095,6.5169,5.119,4.8438,3.8554,3.0682,5.6522,7.5309,4.7368,5.5422,5.6,6.0274,5.4054,5.4054,6.2857,0,1
TRAIN_2503,20,177,64,RM,5.6522,5.1316,5.8824,5.1515,0.9211,2.459,7.1084,6.0714,6.4045,6.3095,4.375,3.9759,7.6136,6.6304,3.9506,4.6053,5.9036,6.2667,5.6164,6.3514,6.3514,3.5714,1,4
TRAIN_2504,20,164,63,RM,8.4058,5.7895,4.5588,5.9091,1.1842,2.9508,5.6627,4.7619,6.5169,5.8333,4.375,5.7831,5.3409,7.0652,6.4198,7.8947,9.0361,6.2667,5.3425,6.3514,6.3514,3.5714,1,4
TRAIN_2505,18,163,65,CAM,7.1014,5.3947,5.1471,5.9091,2.5,1.9672,6.747,6.3095,6.4045,6.3095,4.8438,6.3855,5.0,6.8478,5.3086,8.5526,8.1928,6.5333,5.8904,6.3514,6.3514,4.4286,1,0
TRAIN_2506,21,184,73,CAM,5.2174,5.0,4.7059,4.8485,5.3947,4.5902,6.2651,6.1905,6.1798,5.4762,4.0625,5.0602,4.8864,6.413,5.0617,5.3947,6.3855,5.8667,5.7534,5.6757,5.6757,5.8571,0,0
TRAIN_2507,21,185,78,RM,5.6522,4.7368,5.2941,5.0,5.0,4.918,6.6265,6.4286,6.6292,5.8333,3.9062,5.4217,5.6818,6.3043,6.4198,5.1316,6.747,6.0,6.0274,6.0811,6.0811,5.8571,0,4
TRAIN_2508,19,182,72,CAM,5.2174,5.0,4.2647,4.5455,4.7368,5.082,5.6627,5.3571,5.618,5.5952,3.9062,5.4217,4.4318,5.7609,6.2963,6.5789,5.7831,5.6,5.4795,5.4054,5.4054,5.4286,0,0
TRAIN_2509,20,185,74,RM,7.5362,5.0,4.5588,5.303,2.3684,6.2295,5.9036,5.4762,6.6292,5.7143,4.2188,5.4217,5.7955,6.413,6.9136,6.5789,7.8313,6.1333,5.4795,6.2162,6.2162,4.4286,0,4
TRAIN_2512,19,168,70,CAM,5.0725,4.6053,4.2647,4.3939,3.8158,3.1148,5.6627,5.3571,5.618,5.5952,3.5938,4.9398,4.8864,5.5435,6.0494,6.9737,6.0241,5.4667,5.2055,5.2703,5.2703,4.5714,1,0
TRAIN_2513,21,180,75,CM,6.5217,5.5263,5.5882,6.0606,5.9211,5.4098,6.988,6.6667,6.9663,6.4286,4.2188,6.6265,6.0227,7.0652,6.9136,7.6316,6.988,6.8,6.7123,6.7568,6.7568,6.5714,0,2
TRAIN_2520,19,186,74,CAM,4.6377,4.6053,5.8824,5.303,4.3421,3.2787,7.3494,7.7381,6.6292,6.1905,4.375,5.6627,5.6818,6.8478,3.5802,5.2632,5.5422,6.1333,6.1644,6.0811,6.0811,5.5714,0,0
TRAIN_2522,20,172,68,CAM,6.5217,4.8684,4.5588,5.1515,4.7368,3.7705,6.1446,5.8333,6.1798,5.5952,4.0625,4.9398,4.8864,5.8696,6.2963,8.6842,7.5904,5.8667,5.7534,5.8108,5.8108,5.5714,0,0
TRAIN_2524,20,174,71,CAM,6.3768,5.7895,5.2941,5.7576,3.5526,4.0984,6.6265,6.3095,6.5169,6.4286,5.1562,5.9036,5.6818,6.6304,6.0494,7.6316,7.2289,6.5333,6.1644,6.4865,6.4865,5.2857,1,0
TRAIN_2528,19,176,72,CAM,7.2464,7.5,8.0882,8.7879,4.7368,4.918,8.6747,8.6905,9.3258,8.9286,7.8125,8.0723,8.0682,9.0217,8.0247,8.8158,7.4699,8.9333,8.6301,8.9189,8.9189,7.2857,0,0
TRAIN_2529,19,196,75,CM,4.2029,3.9474,5.0,4.2424,5.0,5.7377,7.1084,7.1429,5.7303,5.7143,4.375,4.6988,4.4318,5.9783,5.9259,4.4737,5.7831,5.7333,6.0274,5.6757,5.6757,6.1429,1,2
TRAIN_2530,21,183,76,LM,7.5362,5.2632,6.1765,6.5152,6.4474,7.0492,6.8675,6.6667,7.7528,6.3095,5.7812,5.9036,7.8409,7.5,7.5309,6.9737,7.7108,6.9333,6.9863,7.2973,7.2973,7.1429,0,3
TRAIN_2532,21,189,82,CAM,5.3623,4.7368,4.4118,4.8485,5.6579,6.2295,6.2651,6.1905,6.4045,6.1905,4.5312,4.8193,3.75,6.1957,6.7901,6.0526,6.0241,6.1333,6.1644,5.8108,5.8108,6.2857,0,0
TRAIN_2534,19,173,70,CAM,5.2174,4.0789,4.2647,4.3939,3.9474,3.6066,5.6627,5.4762,5.618,5.2381,2.9688,3.8554,4.8864,5.5435,4.9383,6.9737,6.3855,5.2,5.0685,5.1351,5.1351,4.7143,0,0
TRAIN_2538,18,177,70,CAM,5.3623,5.3947,5.4412,5.4545,4.7368,3.6066,6.2651,6.4286,6.4045,6.5476,5.1562,5.4217,5.9091,6.5217,5.1852,6.9737,6.988,6.2667,6.1644,6.0811,6.0811,5.7143,1,0
TRAIN_2539,19,181,74,RM,5.942,4.8684,5.1471,5.1515,2.8947,2.459,6.1446,5.4762,6.4045,6.0714,3.125,4.6988,6.5909,6.413,4.5679,6.5789,6.506,5.8667,5.4795,5.9459,5.9459,4.4286,1,4
TRAIN_2542,21,177,71,RM,7.8261,7.1053,6.4706,7.1212,4.6053,6.7213,7.4699,6.5476,7.6404,6.7857,5.625,7.2289,7.6136,7.8261,7.5309,8.5526,8.0723,7.4667,7.1233,7.5676,7.5676,6.2857,0,4
TRAIN_2545,18,170,69,CAM,6.087,5.1316,4.8529,5.1515,3.5526,3.6066,6.3855,6.0714,6.2921,5.4762,3.9062,4.9398,5.3409,6.5217,4.4444,6.4474,6.988,6.0,5.6164,5.9459,5.9459,5.0,1,0
TRAIN_2548,21,186,75,RM,6.087,6.7105,6.1765,6.2121,3.6842,3.6066,6.988,7.0238,7.4157,7.1429,3.9062,6.6265,7.1591,7.2826,6.5432,6.8421,6.988,7.0667,6.5753,7.1622,7.1622,5.1429,0,4
TRAIN_2550,21,179,70,CAM,6.3768,6.0526,5.2941,5.7576,3.5526,4.5902,6.2651,5.8333,6.8539,6.4286,2.9688,6.2651,6.25,6.7391,6.2963,7.5,6.8675,6.4,5.8904,6.3514,6.3514,5.0,0,0
TRAIN_2551,21,177,70,CAM,7.8261,6.7105,5.8824,6.8182,3.5526,4.0984,6.988,6.6667,7.4157,5.9524,4.5312,7.1084,6.5909,7.7174,6.9136,8.5526,8.0723,7.2,6.5753,7.1622,7.1622,5.2857,0,0
TRAIN_2556,21,175,75,CAM,5.2174,4.0789,4.2647,4.697,3.5526,6.5574,6.0241,5.4762,6.0674,5.4762,3.4375,5.1807,4.2045,6.1957,7.1605,5.1316,5.3012,5.4667,5.4795,5.4054,5.4054,5.1429,0,0
TRAIN_2558,19,176,69,RM,5.0725,4.4737,3.3824,3.4848,3.1579,3.4426,5.0602,4.881,5.1685,4.6429,3.75,3.3735,4.5455,4.8913,5.5556,5.2632,5.7831,4.8,4.6575,4.8649,4.8649,4.2857,0,4
TRAIN_2559,20,173,66,CAM,4.4928,4.3421,4.7059,4.8485,4.6053,5.4098,6.6265,6.0714,6.1798,5.8333,4.0625,5.9036,3.5227,5.8696,5.8025,6.5789,5.7831,5.7333,5.7534,5.2703,5.2703,5.7143,1,0
TRAIN_2560,19,179,70,LM,8.4058,5.9211,4.8529,6.5152,1.8421,4.7541,5.7831,5.4762,7.4157,6.1905,5.0,5.9036,5.7955,7.5,6.5432,8.4211,8.7952,6.8,5.8904,6.8919,6.8919,4.1429,1,3
TRAIN_2561,21,170,66,CM,4.7826,5.1316,6.6176,6.8182,6.8421,4.0984,8.0723,7.7381,7.7528,7.619,7.0312,6.747,6.1364,7.5,6.5432,7.6316,6.6265,7.3333,7.6712,7.027,7.027,7.7143,0,2
TRAIN_2562,20,184,73,LM,4.9275,4.8684,5.7353,6.6667,5.9211,3.6066,7.1084,6.5476,7.7528,5.4762,5.7812,5.3012,6.9318,7.6087,6.5432,6.7105,6.1446,6.4,6.5753,6.6216,6.6216,6.5714,0,3
TRAIN_2563,20,177,73,CDM,6.087,5.6579,6.9118,6.6667,7.3684,7.2131,8.4337,7.7381,7.8652,7.5,7.0312,7.9518,6.25,7.0652,8.3951,6.9737,6.747,7.4667,7.8082,7.2973,7.2973,8.1429,0,1
TRAIN_2565,20,178,76,CDM,5.5072,3.9474,4.5588,4.697,5.5263,5.7377,6.2651,6.0714,6.2921,4.881,4.8438,6.0241,5.1136,5.7609,6.5432,5.9211,6.3855,5.6,5.7534,5.6757,5.6757,6.1429,1,1
TRAIN_2570,18,174,67,CAM,7.2464,4.6053,5.0,5.7576,3.4211,2.2951,6.6265,5.8333,6.5169,6.6667,3.125,5.1807,4.7727,6.7391,5.3086,8.1579,7.9518,6.2667,5.7534,6.2162,6.2162,4.8571,1,0
TRAIN_2571,19,184,72,RM,8.5507,5.7895,3.5294,5.1515,2.1053,4.918,5.3012,4.7619,6.4045,4.6429,3.9062,5.0602,4.4318,6.1957,6.9136,7.3684,9.0361,6.0,5.2055,6.0811,6.0811,4.1429,0,4
TRAIN_2575,20,170,72,CAM,6.6667,5.9211,5.1471,6.0606,3.0263,2.7869,6.506,6.1905,6.7416,6.1905,4.375,5.4217,4.8864,6.8478,5.1852,8.5526,7.5904,6.5333,6.0274,6.3514,6.3514,4.7143,0,0
TRAIN_2578,21,182,74,CDM,5.3623,4.6053,3.2353,3.6364,4.3421,5.7377,5.7831,5.0,5.8427,5.2381,5.7812,3.8554,2.1591,4.5652,6.7901,5.7895,6.3855,5.3333,5.4795,5.0,5.0,5.7143,0,1
